id,name
39,1541
39,868
39,1449
39,1629
39,1467
39,1064
39,1537
39,1524
39,1367
40,1500
40,1484
40,868
40,1449
40,851
40,1467
40,1064
40,1189
40,1396
40,1186
41,1500
41,1367
41,1449
41,1467
41,1642
41,1639
41,1398
41,1368
41,1191
41,1629
42,1293
42,1500
42,1463
42,1294
42,1643
42,1467
42,1367
42,1398
42,1449
42,1612
43,1500
43,1449
43,1642
43,1293
43,1463
43,1467
43,1064
43,1398
43,1080
43,1643
44,1500
44,1293
44,1080
44,1463
44,1449
44,1367
44,1612
44,1467
44,1643
44,1398
45,1500
45,1449
45,1467
45,1639
45,1064
45,1398
45,1080
45,1642
45,1643
45,1233
46,1656
46,851
46,1367
46,1293
46,1449
46,1642
46,1398
46,1500
46,1158
46,1466
47,851
47,1398
47,1064
47,1293
47,1639
47,1449
47,1189
47,1080
47,1396
47,1612
48,1500
48,1398
48,1367
48,1449
48,1467
48,1368
48,1642
48,1396
48,318
48,408
49,1367
49,1449
49,1293
49,868
49,1642
49,1158
49,1467
49,1368
49,1629
49,1524
50,1191
50,1293
50,1612
50,1080
50,1500
50,1629
50,1175
50,1367
50,643
50,320
51,1367
51,1500
51,1080
51,1389
51,296
51,1233
51,1643
51,1361
51,1293
51,1237
52,1449
52,1500
52,1398
52,1642
52,1064
52,1467
52,1158
52,851
52,1643
52,1639
53,1642
53,1463
53,1398
53,1500
53,1449
53,1467
53,1367
53,1639
53,1080
53,1064
54,1500
54,1467
54,1398
54,1642
54,851
54,1449
54,1639
54,1293
54,1080
54,1064
55,1642
55,1398
55,1367
55,1467
55,1064
55,1396
55,1500
55,1293
55,1612
55,1449
56,1500
56,1463
56,1293
56,1617
56,1398
56,1467
56,1449
56,1367
56,1607
56,1643
57,1463
57,1500
57,1642
57,1449
57,1398
57,1293
57,1612
57,1639
57,1467
57,119
58,1662
58,1500
58,1293
58,1642
58,1367
58,1449
58,1639
58,1467
58,1080
58,1368
59,1500
59,1642
59,1398
59,1643
59,1467
59,1449
59,1367
59,1639
59,1629
59,1293
60,1175
60,1390
60,1656
60,1367
60,1643
60,1642
60,1500
60,1467
60,1398
60,1449
61,1398
61,1639
61,1080
61,1500
61,1449
61,1467
61,1524
61,868
61,1535
61,1305
62,1500
62,1467
62,1449
62,1367
62,1398
62,1643
62,1064
62,1642
62,1629
62,119
63,1500
63,1293
63,1449
63,1612
63,1642
63,851
63,1080
63,1191
63,1398
63,868
64,1500
64,1449
64,1367
64,1467
64,1643
64,1398
64,1642
64,1064
64,114
64,1639
65,1500
65,1293
65,1463
65,1642
65,1643
65,1398
65,1449
65,1233
65,1639
65,483
66,1500
66,1463
66,1293
66,1639
66,1398
66,851
66,1449
66,1064
66,114
66,64
67,1500
67,1064
67,1467
67,851
67,1642
67,1449
67,1398
67,1237
67,1080
67,1144
68,1500
68,1463
68,1656
68,1602
68,1293
68,1064
68,1467
68,1449
68,1612
68,851
69,1500
69,1306
69,1642
69,1449
69,1467
69,1398
69,1367
69,1639
69,1064
69,1450
70,1080
70,1500
70,1367
70,1191
70,1398
70,1449
70,1293
70,1463
70,1643
70,1368
71,1642
71,1367
71,1467
71,1398
71,1639
71,1449
71,1500
71,1293
71,1368
71,1617
72,1500
72,1642
72,1367
72,1612
72,1398
72,1368
72,1467
72,1449
72,1643
72,1080
73,1500
73,1367
73,1449
73,1642
73,1064
73,1368
73,1467
73,1398
73,1524
73,483
74,1500
74,1064
74,1449
74,1293
74,1189
74,1398
74,1612
74,483
74,318
74,64
75,1293
75,1500
75,1467
75,1612
75,1646
75,1080
75,1449
75,851
75,1519
75,1398
76,1500
76,1642
76,1064
76,1398
76,1449
76,1367
76,1450
76,1639
76,1643
76,1368
77,1293
77,1612
77,1463
77,1662
77,1646
77,1243
77,1390
77,1500
77,1467
77,1449
78,1500
78,868
78,1467
78,1449
78,1541
78,1642
78,1191
78,1524
78,1594
78,861
79,1500
79,1449
79,1467
79,1064
79,1367
79,1573
79,1642
79,1512
79,868
79,1293
80,1500
80,1306
80,1467
80,1642
80,1367
80,1293
80,1449
80,1612
80,1080
80,1398
81,1639
81,1449
81,1467
81,1064
81,1398
81,1500
81,851
81,1643
81,1367
81,1080
82,1500
82,1642
82,1449
82,1398
82,1656
82,1639
82,1467
82,1643
82,1463
82,114
83,1500
83,1449
83,1398
83,1467
83,1367
83,1639
83,1642
83,119
83,1064
83,1524
84,1500
84,1463
84,1642
84,1646
84,1656
84,1175
84,1449
84,1467
84,1293
84,1398
85,1500
85,1449
85,1642
85,1467
85,1293
85,1398
85,1367
85,1368
85,1643
85,1639
86,1398
86,1500
86,851
86,1467
86,1080
86,1064
86,1629
86,868
86,1449
86,1656
87,1500
87,1449
87,1642
87,1467
87,1643
87,1367
87,1064
87,1398
87,1639
87,114
88,1367
88,851
88,1467
88,1500
88,1372
88,1125
88,1642
88,1158
88,867
88,1558
89,1293
89,1612
89,1191
89,1233
89,1500
89,1662
89,1467
89,1449
89,1431
89,1080
90,1500
90,1642
90,1449
90,1367
90,1398
90,1643
90,1639
90,1293
90,1064
90,1467
91,1367
91,1463
91,1080
91,1398
91,1500
91,1467
91,1293
91,1368
91,1656
91,1629
92,1500
92,1656
92,1463
92,1449
92,1398
92,1367
92,1642
92,1467
92,1293
92,1612
93,1467
93,1642
93,1144
93,1629
93,1080
93,1398
93,1639
93,1293
93,1464
93,1500
94,1642
94,1500
94,1449
94,1367
94,1398
94,1467
94,1368
94,1639
94,1158
94,1524
95,1293
95,1500
95,1656
95,1191
95,1612
95,1617
95,1467
95,1449
95,1642
95,1080
96,1500
96,1367
96,1233
96,1643
96,1398
96,1080
96,1642
96,1368
96,1389
96,1467
97,1643
97,1500
97,1367
97,1398
97,1467
97,1642
97,1639
97,1368
97,1237
97,1293
98,1463
98,1080
98,1191
98,1642
98,1643
98,1612
98,1293
98,1500
98,1398
98,1233
99,1500
99,1367
99,1064
99,1467
99,1398
99,1449
99,1463
99,1629
99,1639
99,114
100,1500
100,868
100,1064
100,1639
100,1449
100,1642
100,1189
100,119
100,1524
100,483
101,1500
101,851
101,1398
101,1449
101,1467
101,1293
101,1233
101,1612
101,1064
101,1639
102,1500
102,1642
102,1467
102,1367
102,1398
102,1449
102,1293
102,1064
102,1643
102,1639
103,1500
103,1293
103,1080
103,1467
103,1398
103,1642
103,1612
103,1463
103,1367
103,1368
104,1500
104,1639
104,1064
104,1449
104,1467
104,851
104,1398
104,1080
104,1450
104,114
105,1500
105,1064
105,868
105,1398
105,1449
105,1642
105,1396
105,1080
105,1639
105,851
106,1500
106,1293
106,1643
106,1449
106,1642
106,1639
106,1467
106,1398
106,1064
106,1629
107,1500
107,1642
107,1396
107,1541
107,1629
107,1293
107,851
107,1189
107,1080
107,119
108,1293
108,1175
108,1463
108,1500
108,1191
108,1642
108,1646
108,1573
108,1612
108,1449
109,1500
109,1293
109,1463
109,1449
109,1612
109,1643
109,1398
109,1607
109,1233
109,1064
110,1656
110,1449
110,1367
110,1500
110,1467
110,1080
110,1398
110,1368
110,1293
110,1642
111,1064
111,1500
111,1467
111,1305
111,1449
111,1629
111,1293
111,1080
111,1189
111,868
112,1500
112,1541
112,1398
112,1449
112,1639
112,1467
112,1064
112,868
112,119
112,1189
113,1500
113,1293
113,851
113,1612
113,1662
113,1463
113,1449
113,1646
113,1064
113,64
114,1293
114,1367
114,1612
114,1500
114,1237
114,1368
114,1643
114,1449
114,1391
114,1080
115,1500
115,1367
115,1642
115,1467
115,1368
115,1398
115,1643
115,1449
115,1080
115,1629
116,1500
116,1449
116,1467
116,1367
116,1398
116,1293
116,483
116,1541
116,114
116,318
117,1642
117,1449
117,1500
117,1656
117,1467
117,1463
117,1367
117,1398
117,1368
117,1524
118,1463
118,1293
118,1500
118,1367
118,1642
118,1467
118,1398
118,1449
118,1368
118,1643
119,1500
119,1449
119,1467
119,1642
119,1639
119,1080
119,1398
119,1293
119,1368
119,1612
120,1463
120,851
120,1342
120,1656
120,1293
120,1612
120,1642
120,1080
120,1449
120,1398
121,1500
121,1642
121,1449
121,1463
121,1293
121,1467
121,1080
121,1064
121,1368
121,1398
122,1500
122,1293
122,1612
122,1237
122,1642
122,1367
122,1643
122,1385
122,1431
122,1259
123,1191
123,1656
123,1293
123,1449
123,1500
123,1398
123,1367
123,1642
123,1512
123,1368
124,1642
124,1293
124,1612
124,1367
124,1449
124,1398
124,1368
124,1639
124,1080
124,1233
125,1500
125,1467
125,1191
125,1449
125,1398
125,1643
125,1064
125,1642
125,1639
125,114
126,1500
126,868
126,1629
126,1467
126,119
126,1449
126,1398
126,1541
126,1293
126,1189
127,1500
127,1629
127,1293
127,1547
127,1449
127,1418
127,1541
127,114
127,1550
127,169
128,1500
128,1467
128,1449
128,1642
128,1367
128,1643
128,1398
128,1639
128,1293
128,1368
129,1398
129,1064
129,1449
129,868
129,1642
129,701
129,867
129,1367
129,1125
129,1629
130,1500
130,1449
130,1398
130,1367
130,1467
130,1064
130,1463
130,1639
130,1368
130,114
131,1293
131,1191
131,1500
131,1449
131,1467
131,1612
131,1064
131,1656
131,1390
131,1642
132,1500
132,1449
132,1367
132,1612
132,1293
132,1643
132,1491
132,1450
132,1467
132,1175
133,1500
133,1398
133,1467
133,1629
133,868
133,119
133,1639
133,851
133,1293
133,867
134,1500
134,1467
134,1541
134,1639
134,1398
134,1450
134,1449
134,1629
134,64
134,119
135,1500
135,1642
135,1463
135,1367
135,1293
135,1398
135,1368
135,1449
135,1467
135,1643
136,1642
136,1500
136,1449
136,1367
136,1398
136,1643
136,1064
136,1467
136,1368
136,1629
137,1467
137,1449
137,1367
137,1500
137,1398
137,1524
137,1080
137,1064
137,1158
137,119
138,1467
138,1500
138,1643
138,1642
138,1449
138,1398
138,1233
138,1612
138,1431
138,1293
139,1500
139,1642
139,1449
139,1367
139,1064
139,1293
139,1541
139,1467
139,1189
139,1398
140,1500
140,1449
140,1642
140,1398
140,1639
140,1064
140,1629
140,1463
140,868
140,1293
141,1500
141,1398
141,1467
141,1642
141,119
141,626
141,64
141,1463
141,1449
141,169
142,1500
142,1642
142,1398
142,1367
142,1639
142,1358
142,868
142,1293
142,1449
142,1158
143,1500
143,1541
143,868
143,1418
143,1189
143,1293
143,1629
143,867
143,1080
143,1467
144,1500
144,1642
144,1449
144,1398
144,1467
144,1064
144,1643
144,483
144,114
144,1639
145,1500
145,1467
145,1449
145,1064
145,868
145,1293
145,1398
145,114
145,1367
145,169
146,1398
146,1467
146,119
146,1639
146,1189
146,1367
146,1642
146,1449
146,851
146,1443
147,1639
147,1293
147,1064
147,1367
147,1398
147,1449
147,1186
147,851
147,1368
147,1467
148,1467
148,1500
148,1398
148,1080
148,1646
148,1449
148,1367
148,1293
148,1431
148,1237
149,1064
149,1500
149,1449
149,119
149,1558
149,868
149,1398
149,1443
149,1642
149,1293
150,1191
150,1662
150,1293
150,1463
150,1612
150,1500
150,1449
150,1467
150,1367
150,1639
151,1642
151,1643
151,1449
151,1293
151,1500
151,1367
151,1398
151,1467
151,1368
151,1639
152,1500
152,1467
152,1332
152,1449
152,1398
152,1643
152,1642
152,1080
152,1367
152,114
153,1463
153,1293
153,1191
153,1080
153,1612
153,1398
153,1396
153,1367
153,1662
153,1449
154,1500
154,1398
154,1642
154,1449
154,1367
154,1467
154,1368
154,1524
154,1643
154,483
155,1500
155,868
155,1467
155,1396
155,1398
155,1629
155,1541
155,1656
155,1463
155,1064
156,1500
156,1642
156,1449
156,1643
156,1467
156,1064
156,1512
156,1367
156,1398
156,1368
157,1467
157,1304
157,1293
157,1449
157,851
157,1500
157,1080
157,1191
157,1064
157,1656
158,1500
158,1642
158,1398
158,1449
158,1080
158,1467
158,1367
158,1293
158,1064
158,1639
159,1467
159,1500
159,1398
159,1449
159,1080
159,1642
159,851
159,1612
159,1463
159,1639
160,1293
160,1500
160,1642
160,1612
160,1467
160,1449
160,1398
160,1233
160,1367
160,1064
161,1463
161,1293
161,1612
161,1294
161,1243
161,1367
161,1398
161,1656
161,1191
161,1642
162,1293
162,1398
162,1467
162,1233
162,1643
162,1449
162,1080
162,1500
162,1367
162,1639
163,1500
163,1398
163,1080
163,1449
163,1367
163,1463
163,1064
163,1467
163,1524
163,1368
164,1467
164,1080
164,1463
164,1293
164,1612
164,851
164,1398
164,1500
164,1639
164,1629
165,1642
165,1629
165,1080
165,1398
165,1449
165,1463
165,1367
165,1524
165,1500
165,1467
166,1500
166,1639
166,1189
166,868
166,1467
166,1463
166,1541
166,119
166,1418
166,1398
167,1500
167,1643
167,1398
167,1642
167,1449
167,1080
167,1537
167,1467
167,1450
167,1639
168,1656
168,1639
168,1191
168,1500
168,1467
168,1463
168,1080
168,1642
168,1449
168,1398
169,1080
169,1463
169,1367
169,1646
169,1293
169,1612
169,1500
169,1467
169,1368
169,1398
170,1500
170,1639
170,1449
170,1463
170,868
170,1512
170,701
170,1524
170,923
170,119
171,1398
171,1639
171,1449
171,119
171,1064
171,851
171,1500
171,1396
171,1189
171,1080
172,1607
172,1293
172,1612
172,1500
172,1233
172,1467
172,1643
172,1327
172,1321
172,1646
173,1500
173,1449
173,1293
173,1398
173,1064
173,1189
173,851
173,1612
173,1642
173,867
174,1642
174,1500
174,1449
174,1080
174,1293
174,1398
174,1639
174,1368
174,1524
174,1612
175,1642
175,1389
175,1612
175,1293
175,1237
175,1449
175,1367
175,1643
175,1467
175,1368
176,1467
176,1500
176,1449
176,1398
176,1367
176,1189
176,1629
176,1642
176,851
176,1293
177,1500
177,1367
177,1449
177,1642
177,1064
177,1398
177,1639
177,1467
177,1368
177,1524
178,1500
178,1449
178,1398
178,1467
178,1639
178,1642
178,1367
178,114
178,169
178,1080
179,1500
179,1541
179,1064
179,1467
179,868
179,1398
179,1158
179,1410
179,1396
179,1367
180,1463
180,1646
180,1398
180,1293
180,1449
180,1080
180,1367
180,1643
180,1500
180,1233
181,1500
181,1467
181,1064
181,1449
181,1450
181,851
181,1398
181,64
181,318
181,114
182,1500
182,1398
182,1306
182,1431
182,1612
182,1293
182,1449
182,1643
182,1607
182,1467
183,1642
183,1449
183,1398
183,1463
183,1367
183,1629
183,1064
183,1080
183,1524
183,1500
184,1500
184,1642
184,1293
184,1449
184,1367
184,1368
184,1643
184,1080
184,1646
184,1612
185,1293
185,1643
185,1500
185,1449
185,1080
185,1629
185,1642
185,1191
185,1398
185,1367
186,1449
186,1467
186,119
186,1064
186,1398
186,1500
186,1397
186,1573
186,114
186,1396
187,1463
187,1500
187,1643
187,1642
187,1467
187,1367
187,1321
187,1449
187,1398
187,1175
188,1293
188,1367
188,1398
188,1642
188,1449
188,1500
188,1080
188,1467
188,1643
188,1612
189,1500
189,1642
189,1449
189,1643
189,1398
189,1367
189,1467
189,1368
189,1064
189,1639
190,1500
190,1467
190,851
190,1449
190,868
190,1398
190,1064
190,1639
190,1642
190,1080
191,1547
191,1450
191,1500
191,1551
191,868
191,1064
191,1449
191,1639
191,1467
191,1573
192,1500
192,1293
192,1064
192,1467
192,1191
192,1612
192,1449
192,1080
192,1642
192,1398
193,1398
193,1642
193,1467
193,1449
193,1367
193,1639
193,1080
193,1524
193,1396
193,114
194,1500
194,1293
194,1367
194,1467
194,1642
194,1449
194,1612
194,1643
194,1398
194,1368
195,1500
195,1656
195,1467
195,1293
195,1449
195,1463
195,1398
195,1642
195,1368
195,1064
196,1467
196,1191
196,1500
196,1398
196,1449
196,1642
196,1367
196,1639
196,1293
196,1643
197,1500
197,1367
197,1449
197,1398
197,1639
197,1064
197,1541
197,1642
197,1467
197,1629
198,1500
198,1449
198,1398
198,1642
198,1367
198,1467
198,1064
198,1639
198,1643
198,1368
199,1656
199,1642
199,1449
199,1293
199,851
199,1646
199,868
199,1398
199,1467
199,1125
200,1500
200,1449
200,1467
200,1398
200,1293
200,1463
200,1367
200,1643
200,1064
200,114
201,1500
201,1449
201,1367
201,1293
201,1467
201,1612
201,1368
201,1642
201,1643
201,1064
202,1500
202,1293
202,1629
202,1612
202,1449
202,1158
202,1472
202,851
202,1643
202,1321
203,1500
203,1662
203,1449
203,1642
203,1639
203,1463
203,1467
203,119
203,1612
203,1293
204,1500
204,1449
204,1642
204,1639
204,1524
204,1367
204,868
204,851
204,1189
204,1463
205,1500
205,1541
205,1639
205,1293
205,868
205,1463
205,1189
205,1398
205,1449
205,867
206,1500
206,868
206,1398
206,1467
206,1629
206,1293
206,1449
206,1612
206,119
206,1542
207,1500
207,1293
207,1449
207,1463
207,1398
207,1642
207,1467
207,1064
207,1643
207,1639
208,1643
208,1367
208,1467
208,1642
208,1449
208,1064
208,1639
208,1629
208,483
208,1398
209,1500
209,1639
209,1467
209,1080
209,1398
209,1449
209,1450
209,1064
209,1642
209,1367
210,1500
210,1367
210,1398
210,1642
210,1643
210,1449
210,1467
210,1368
210,1639
210,1293
211,1080
211,1449
211,1656
211,1293
211,1524
211,1512
211,169
211,1398
211,851
211,1064
212,1612
212,1293
212,1357
212,1449
212,1398
212,1500
212,1642
212,1327
212,1429
212,1191
213,1500
213,1642
213,1467
213,1449
213,1367
213,1398
213,1064
213,1368
213,114
213,1080
214,1500
214,1191
214,1367
214,1449
214,1467
214,1642
214,1398
214,1368
214,1293
214,1064
215,1500
215,1367
215,1449
215,1467
215,1643
215,1368
215,1064
215,1398
215,1642
215,114
216,1500
216,1293
216,1642
216,1367
216,1449
216,1191
216,1467
216,1398
216,1080
216,1368
217,1398
217,1467
217,1449
217,1367
217,1500
217,1643
217,1463
217,1524
217,1396
217,119
218,1367
218,1642
218,1500
218,1398
218,1368
218,1449
218,1467
218,1639
218,1629
218,1643
219,868
219,1449
219,1639
219,1155
219,1368
219,1158
219,1463
219,1500
219,1191
219,1541
220,1500
220,868
220,1064
220,1293
220,1449
220,1656
220,1629
220,1191
220,1639
220,1189
221,1500
221,1367
221,1467
221,1642
221,1449
221,1662
221,1368
221,1398
221,1639
221,1158
222,1500
222,1293
222,1467
222,1449
222,1367
222,1398
222,1612
222,1064
222,1639
222,1643
223,1500
223,1467
223,1449
223,119
223,1398
223,1293
223,1463
223,114
223,1524
223,169
224,1500
224,1463
224,868
224,1293
224,1398
224,1449
224,1656
224,1497
224,1467
224,1064
225,1500
225,1367
225,1361
225,1398
225,1643
225,1642
225,1449
225,1467
225,408
225,113
226,1293
226,1463
226,1612
226,1643
226,1175
226,1398
226,1367
226,1191
226,1629
226,1233
227,1500
227,1642
227,1191
227,1064
227,1449
227,1080
227,1463
227,1398
227,851
227,1293
228,1656
228,1293
228,1612
228,1358
228,1500
228,1080
228,1662
228,1463
228,1449
228,1064
229,1500
229,1541
229,1467
229,868
229,1342
229,1642
229,1629
229,1367
229,701
229,1396
230,1463
230,1500
230,1175
230,1642
230,1294
230,1643
230,1233
230,1367
230,1467
230,1398
231,1500
231,1642
231,1080
231,851
231,1463
231,1524
231,1639
231,1449
231,1158
231,1398
232,1500
232,1449
232,1642
232,1367
232,1467
232,1639
232,1398
232,1524
232,1293
232,1080
233,1500
233,1293
233,1642
233,1398
233,1367
233,1449
233,1643
233,1467
233,1368
233,1612
234,1642
234,1500
234,1367
234,1293
234,1398
234,1639
234,1467
234,1656
234,1368
234,114
235,1643
235,1500
235,1642
235,1449
235,1368
235,1367
235,1293
235,1398
235,1064
235,1467
236,1293
236,1656
236,1175
236,1612
236,1642
236,1398
236,1191
236,1463
236,1367
236,1662
237,1500
237,1642
237,1643
237,1467
237,1368
237,1367
237,1449
237,1398
237,1189
237,114
238,1656
238,1342
238,1500
238,1398
238,851
238,1293
238,1080
238,1332
238,1642
238,1158
239,1642
239,1367
239,1398
239,1449
239,1500
239,1368
239,1643
239,1639
239,1321
239,1524
240,1500
240,868
240,1642
240,1064
240,1367
240,1342
240,1629
240,1398
240,1631
240,1396
241,1500
241,1367
241,1398
241,1642
241,1639
241,119
241,868
241,1449
241,1396
241,1293
242,1500
242,851
242,1293
242,1639
242,1612
242,1449
242,643
242,1592
242,1189
242,626
243,1500
243,1293
243,1612
243,1175
243,1449
243,1642
243,1643
243,1398
243,1064
243,1467
244,1293
244,1500
244,1662
244,1398
244,1463
244,1449
244,1367
244,1612
244,1642
244,1646
245,1463
245,1080
245,1623
245,1449
245,1293
245,1233
245,1398
245,1643
245,1191
245,1524
246,1293
246,1612
246,1642
246,1367
246,1449
246,1500
246,868
246,1398
246,1158
246,1639
247,1642
247,1064
247,1398
247,1500
247,1449
247,1639
247,1467
247,1080
247,1367
247,119
248,1293
248,1612
248,1467
248,1367
248,1463
248,1398
248,1191
248,1449
248,1642
248,1500
249,1449
249,1642
249,1467
249,1367
249,1398
249,1500
249,1368
249,1064
249,1293
249,1158
250,1398
250,1642
250,1449
250,1467
250,1500
250,1367
250,1656
250,1639
250,1293
250,114
251,1500
251,1656
251,1467
251,1398
251,1449
251,1642
251,1639
251,1293
251,1463
251,1064
252,1293
252,1612
252,1064
252,1449
252,1463
252,1175
252,1656
252,1554
252,643
252,1500
253,1500
253,1080
253,1642
253,1449
253,1398
253,1367
253,1467
253,1643
253,1639
253,114
254,1500
254,1398
254,1080
254,1639
254,1367
254,1642
254,1643
254,1467
254,1449
254,1293
255,1500
255,1467
255,1463
255,868
255,1398
255,1449
255,1293
255,1367
255,1396
255,114
256,1463
256,1612
256,1642
256,1467
256,1449
256,1500
256,1398
256,1293
256,1367
256,1233
257,1500
257,1449
257,1064
257,1467
257,1293
257,1642
257,851
257,1080
257,1398
257,868
258,868
258,1642
258,1500
258,1342
258,1449
258,1639
258,1398
258,1189
258,867
258,1467
259,1500
259,1449
259,1467
259,1398
259,1293
259,1367
259,1642
259,868
259,1639
259,1080
260,1500
260,1449
260,1080
260,1656
260,1642
260,1467
260,851
260,1463
260,1512
260,868
261,868
261,1500
261,1467
261,1080
261,1293
261,1639
261,851
261,1642
261,1449
261,1612
262,1642
262,1449
262,1398
262,1500
262,1639
262,1467
262,1367
262,1064
262,1524
262,1368
263,1500
263,1467
263,1642
263,1367
263,1449
263,1398
263,1080
263,1368
263,1639
263,1524
264,1500
264,1642
264,1467
264,1293
264,1449
264,1367
264,1643
264,1398
264,1639
264,1450
265,1463
265,1293
265,1500
265,1398
265,1467
265,1612
265,1449
265,626
265,1233
265,1191
266,1500
266,1080
266,1449
266,1642
266,1064
266,1656
266,1467
266,1639
266,1398
266,483
267,1293
267,1500
267,1367
267,1642
267,1449
267,1467
267,1398
267,1368
267,1064
267,1643
268,1500
268,1293
268,1642
268,1662
268,1367
268,1449
268,1612
268,1467
268,1656
268,1639
269,1367
269,1642
269,1449
269,1368
269,1398
269,1646
269,1158
269,1500
269,1639
269,1524
270,1500
270,1367
270,1449
270,1642
270,868
270,1293
270,1467
270,1398
270,1656
270,1368
271,1500
271,1467
271,1398
271,1642
271,1367
271,1449
271,1643
271,1368
271,1639
271,114
272,1367
272,1500
272,1398
272,1642
272,1643
272,1449
272,1368
272,1467
272,1524
272,1639
273,1396
273,1629
273,1500
273,1467
273,1367
273,1189
273,1080
273,1449
273,119
273,867
274,1500
274,1191
274,1467
274,1449
274,1642
274,1293
274,1463
274,1398
274,1080
274,1639
275,1500
275,1463
275,1293
275,1080
275,1467
275,1398
275,1449
275,1642
275,1368
275,1367
276,1500
276,1449
276,1367
276,1467
276,1398
276,868
276,1642
276,1064
276,1293
276,1639
277,1293
277,1191
277,1449
277,851
277,626
277,1642
277,1612
277,1080
277,1467
277,1617
278,1500
278,1467
278,1398
278,1342
278,868
278,1642
278,1450
278,1629
278,1449
278,1639
279,1293
279,1191
279,1612
279,1367
279,1449
279,1467
279,1642
279,1368
279,483
279,1398
280,1367
280,1449
280,1467
280,1642
280,1293
280,1463
280,1643
280,1612
280,1398
280,1524
281,1500
281,868
281,1449
281,1535
281,1463
281,1639
281,1642
281,1467
281,701
281,1524
282,1500
282,1558
282,1449
282,1064
282,868
282,1398
282,1512
282,119
282,1541
282,1080
283,1500
283,1449
283,1642
283,1467
283,1639
283,1367
283,1064
283,1398
283,1643
283,114
284,1398
284,1396
284,1449
284,1293
284,1467
284,1500
284,119
284,1367
284,1639
284,851
285,1500
285,1293
285,1449
285,1367
